ID,Course Code,Course Title,Credit Hours,Faculty,School,Lecture Hours,Tutorial Hours,Lab Hours,Student Type,Elective
469,ERE510,Advanced Combustion and Air Pollution,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
470,ERE511,Advanced Fluid Mechanics,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
471,ERE512,Advanced Combustion and Air Pollution,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
472,ERE701,Project Based Learning on Energy Resources Engineering,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
473,ERE801,M. Sc. Thesis,15,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
474,ERE601,Sustainable Energy Utilization,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
475,ERE602,Advanced Computational Fluid Dynamics,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
476,ERE603,Refrigeration and Indoor Environmental Control,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
477,ERE604,Turbomachinery,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
478,ERE605,Energy Management,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
479,ERE606,Energy Systems,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
480,ERE607,Advanced Topics in Fuels and Combustion,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
481,ERE608,Energy Efficient Buildings,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
482,ERE609,Refuse Derived Fuel (RDF),3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
483,ERE610,Energy Storage (I),3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
484,ERE611,Energy Storage (II),3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
485,ERE612,Dynamic Uninterruptible Power Supply System (UPS),3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
486,ERE613,Smart Grids,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
487,ERE614,Electrical Power Generation,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
488,ERE702,Advanced Research Seminar on Energy Resources Engineering,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
489,ERE703,Research Seminar on Recent Topics in Energy Resources Engineering,3,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
490,ERE802,Ph.D. Thesis,27,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,0,0,PG,FALSE
491,ENV501,Environmental Management System (EMS),3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
492,ENV502,Principles of Environmental Engineering,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
493,ENV503,Water Quality and Treatment,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
494,ENV504,Advanced Water Supply Engineering,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
495,ENV505,Ground Water Engineering and Management,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
496,ENV506,Advanced Wastewater Treatment,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
497,ENV507,Air Pollution and Control Technology,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,2,2,0,PG,FALSE
498,ENV508,Environmental Pollution and Control Engineering,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
499,ENV509,Solid Waste Management,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
500,ENV510,Global Environment,3,Faculty of Engineering and Applied Sciences,---,2,0,2,PG,FALSE
501,ENV511,Water Resources Management,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
502,ENV512,Transport Phenomena,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
503,ENV601,Seawater and Brackish Water Desalination,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
504,ENV602,Environmental Economics,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
505,ENV603,Hazardous Waste Management,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
506,ENV604,Environmental Processes and Systems,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
507,ENV605,Life Cycle Assessment,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
508,ENV606,Risk and Hazard Management in Environment and Energy,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
509,ENV607,Environmental Performance Measures and Indices,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
510,ENV608,Industrial Waste Treatment,3,Faculty of Engineering and Applied Sciences,Test 2,0,0,0,PG,FALSE
511,ENV701,Project Based Learning on Environmental Engineering,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
512,ENV702,Advanced Research Seminar in Environmental Engineering,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
513,ENV703,Research Seminar on Recent Topics in Environmental Engineering,3,Faculty of Engineering and Applied Sciences,Environmental Engineering,0,0,0,PG,FALSE
514,ENV801,M. Sc. Thesis,15,Faculty of Engineering and Applied Sciences,---,0,0,0,PG,FALSE
515,ENV802,Ph.D. Thesis,27,Faculty of Engineering and Applied Sciences,---,0,0,0,PG,FALSE
516,CPE501,Transport Phenomena,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
517,CPE502,Advanced Unit Operations,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
518,CPE503,Modeling and Simulation of Chemical and Petrochemical Processes,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
519,CPE504,Electrochemical Methods in Chemical and Petrochemical Industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
520,CPE505,Advanced Separation Technologies,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
521,CPE506,Advanced Process Control,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
522,CPE507,Nanotechnology in Chemical and Petrochemical Industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
523,CPE508,Environmental Pollution and Control Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
524,CPE509,Gas handling& Processing Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
525,CPE510,Petrochemical Industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
526,CPE601,Advanced Chemical Reactions and Reactor Design,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
527,CPE602,Advanced Polymerization Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
528,CPE603,Catalysis Engineering and Design,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
529,CPE604,Process Optimization,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
530,CPE605,Particle Science and Handling Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
531,CPE606,Biochemical Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
532,CPE607,Pollution control in Chemical and Petrochemical Industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
533,CPE608,Micro-chemistry and Micro-chemical Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
534,CPE701,Project-Based Learning in Chemical and Petrochemical Engineering,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
535,CPE702,Seminars on Advanced Catalysis Applications in Petrochemical industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
536,CPE703,Seminars on Advanced Nanotechnology in Chemical/Petrochemical Processes,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
537,CPE704,Seminars on Applied Recycling technologies in Petrochemical Industries,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
538,CPE705,Seminars on Polymer Processing Processes,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
539,CPE706,Seminars on Electrochemistry Applications in Industry,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
540,CPE801,M.Sc. Thesis,15,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
541,CPE802,Ph.D. Thesis,27,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,PG,FALSE
542,CPE450,Process Plant Design,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
543,CPE451,Chemical Process Principles,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
544,CPE452,Instrumental Analysis,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
545,CPE453,Organic Chemistry,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
546,CPE454,Physical Chemistry,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
547,CPE455,Thermodynamics (1),3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
548,CPE456,Thermodynamics (2,3,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,0,0,UG,FALSE
549,MTH501,Linear Algebra and Calculus,3,Faculty of Engineering and Applied Sciences,---,0,0,0,UG,FALSE
550,MTH502,Probability and Statistics,3,Faculty of Engineering and Applied Sciences,---,0,0,0,UG,FALSE
551,MTH601,Advanced Mathematics and Statistics II,3,Faculty of Engineering and Applied Sciences,---,0,0,0,PG,FALSE
552,CSE599,Advanced Topics in Computer Science and Engineering,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
553,CSE508,Combinatorial Algorithms and Data Structures,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
554,CSE509,Computer-Aided Geometric Design and Modeling,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
555,CSE510,Advanced Database Systems,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
556,CSE511,Advanced System Intelligence,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
557,CSE512,Machine Learning,3,Faculty of Engineering and Applied Sciences,---,2,2,0,PG,FALSE
558,CSE513,Multi-Agent Systems,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
559,CSE514,Formal Verification,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
560,CSE515,Advanced Theory of Computation,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
561,CSE516,Complexity Theory,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
562,CSE517,Randomized Algorithms,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
563,CSE518,Advanced Topics in Computer Science and Engineering,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
564,CSE601,Parallel Processor Architecture,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
565,CSE602,Advanced Compilers,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
566,CSE603,Computer Systems Security,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
567,CSE604,Queuing Theory,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
568,CSE605,Information Theory for Communication Systems,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
569,CSE606,Advanced Computer Networks,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
570,CSE607,Stochastic Processes,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
571,CSE608,Computer Vision,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
572,CSE609,Cryptography,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
573,CSE610,Natural Language Processing,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
574,CSE611,Computing in Robotics,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
575,CSE612,Advanced Machine Learning,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
576,CSE701,Project-Based Learning in Computer Science and Engineering,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
577,CSE702,Seminars on Advanced Topics in Computer Science and Engineering I,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
578,CSE703,Seminars on Advanced Topics in Computer Science and Engineering II,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
579,CSE801,M.Sc. Thesis,15,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
580,CSE802,Ph.D. Thesis,27,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
581,CSE450,Digital Systems,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,UG,FALSE
582,CSE451,Microprocessors,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,PG,FALSE
583,CSE452,Computer Architecture,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,0,0,UG,FALSE
584,MTR507,Intelligent Robots,3,Faculty of Engineering and Applied Sciences,Mechatronics and Robotics Engineering,0,0,0,PG,FALSE
585,ECE221,Digital Logic Design,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
586,IME111,Safety and Risk Management,2,Faculty of Engineering and Applied Sciences,Industrial and Manufacturing Engineering,2,0,0,UG,FALSE
587,CHM122,Basic Science Lab-4 (Chemistry (2),1,Faculty of Engineering and Applied Sciences,---,0,2,0,UG,FALSE
588,BIO121,Fundamentals of Life Science,2,Faculty of Engineering and Applied Sciences,---,2,0,0,UG,FALSE
589,MTH211,Probability and Statistics,2,Faculty of Engineering and Applied Sciences,---,2,0,0,UG,FALSE
590,IME121,Engineering Drawing,3,Faculty of Engineering and Applied Sciences,Industrial and Manufacturing Engineering,2,0,2,UG,FALSE
591,EPE121,Electrical Engineering (Circuits + Machines),3,Faculty of Engineering and Applied Sciences,Electrical Power Engineering,2,0,2,UG,FALSE
592,EPE122,Electrical Engineering Lab,1,Faculty of Engineering and Applied Sciences,Electrical Power Engineering,0,2,0,UG,FALSE
593,CSE211,Computer Programming,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
594,CSE212,Computer Programming Lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,0,UG,FALSE
595,CPE211,"Introduction to Energy, Environmental and Chemical Engineering                            ",2,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,2,0,0,UG,FALSE
596,IME211,Introduction to Manufacturing Processes,2,Faculty of Engineering and Applied Sciences,Industrial and Manufacturing Engineering,2,0,0,UG,FALSE
597,IME212,Manufacturing Processes Laboratory,1,Faculty of Engineering and Applied Sciences,Industrial and Manufacturing Engineering,0,2,0,UG,FALSE
598,EPE221,Measurements and Instrumentations,2,Faculty of Engineering and Applied Sciences,Electrical Power Engineering,2,0,0,UG,FALSE
599,EPE222,Measurements and Instrumentations Lab,1,Faculty of Engineering and Applied Sciences,Electrical Power Engineering,0,2,0,UG,FALSE
600,MSE221,Fundamentals of Materials Science,2,Faculty of Engineering and Applied Sciences,Materials Science and Engineering,2,0,0,UG,FALSE
601,MSE222,Materials Science Lab,1,Faculty of Engineering and Applied Sciences,Materials Science and Engineering,0,2,0,UG,FALSE
602,ERE221,Thermo-Fluids,2,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,2,0,0,UG,FALSE
603,ERE222,Thermo-Fluids Lab,1,Faculty of Engineering and Applied Sciences,Energy Resources Engineering,0,2,0,UG,FALSE
604,CPE212,"Energy, Environmental and Chemical Eng. lab                                               ",1,Faculty of Engineering and Applied Sciences,Chemical and Petrochemicals Engineering,0,2,0,UG,FALSE
605,MTE211,Theory of Machines,3,Faculty of Engineering and Applied Sciences,Mechatronics and Robotics Engineering,2,0,2,UG,FALSE
606,ECE222,Digital Logic Design Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
607,CSE213,Numerical Analysis,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
608,ECE211,Introduction to Electronics Engineering,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
609,IEM537,Linear and Integer Programming,3,Faculty of Engineering and Applied Sciences,Industrial and Manufacturing Engineering,0,0,0,PG,FALSE
610,ECE310,Microprocessors and Microcontrollers,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
611,ECE311,Microprocessors and Microcontrollers Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
612,ECE312,Electric Circuits,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
613,ECE313,Electric Circuits Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
614,ECE314,Signal and Systems,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
615,ECE315,Signal and Systems Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
616,ECE316,Engineering Mathematics,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,2,UG,FALSE
617,ECE317,Electronic Devices,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
618,ECE318,Electronic Devices Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
619,ECE319,Seminar on ECE,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
620,ECE321,Project Based Learning on ECE,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,4,0,UG,FALSE
621,ECE322,Electronic Circuits,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
622,ECE323,Electronic Circuits Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
623,ECE324,Digital Signal Processing,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
624,ECE325,Digital Signal Processing Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
625,ECE326,Communications Systems Fundamentals,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
626,ECE327,Communications Systems Fundamentals Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
627,ECE328,Engineering Electromagnetics,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
628,ECE329,Engineering Electromagnetics Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
629,ECE411,Electromagnetic Fields and Waves,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
630,ECE412,Electromagnetic Fields and Waves Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
631,ECE413,Digital Communications Systems,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
632,ECE414,Digital Communications Systems Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
633,MTE324,Automatic Control,2,Faculty of Engineering and Applied Sciences,Mechatronics and Robotics Engineering,2,0,0,UG,FALSE
634,MTE325,Automatic Control Lab,1,Faculty of Engineering and Applied Sciences,Mechatronics and Robotics Engineering,0,2,1,UG,FALSE
635,ECE421,Principles of information theory and coding,2,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,0,0,UG,FALSE
636,ECE422,Principles of information theory and coding Lab,1,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,0,2,1,UG,FALSE
637,ECE430,Radio Frequency Electronics,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
638,ECE431,CMOS Analog Integrated Circuits,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
639,ECE432,Digital VLSI Modeling and Design,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
640,ECE433,Digital Integrated Circuits,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
641,ECE434,Embedded Systems,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
642,ECE435,Fundamentals of wireless communications,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
643,ECE436,Optical Communications Devices,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
644,ECE437,Satellite communications,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
645,ECE438,Mobile communication systems,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
646,ECE439,Data Communication Networks,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
647,ECE440,Optical Communications Systems,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
648,ECE441,Microwave Engineering,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
649,ECE442,Antenna Engineering and Remote Sensing,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
650,ECE443,Advanced Topics in signal processing,3,Faculty of Engineering and Applied Sciences,Electronics and Communications Engineering,2,2,1,UG,FALSE
651,CSE311,Computer Organization,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,0,UG,FALSE
652,CSE312,Discrete Mathematics,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,2,UG,FALSE
653,CSE313,Advanced Programming,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
654,CSE314,Advanced Programming Lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
655,CSE315,Seminar on CSE,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
656,CSE317,Data Structures,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,2,UG,FALSE
657,CSE321,Project Based Learning on CSE,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,4,0,UG,FALSE
658,CSE322,Software Engineering,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
659,CSE323,Software Engineering Lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
660,CSE324,Embedded Systems,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
661,CSE325,Embedded Systems Lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
662,CSE326,Analysis and Design of Algorithms,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,2,UG,FALSE
663,CSE328,Computer Networks,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
664,CSE329,Computer Networks lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
665,CSE411,Cryptography,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,2,UG,FALSE
666,CSE412,Operating Systems,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
667,CSE413,Operating Systems lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
668,CSE424,Parallel and Distributed Computing,2,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,0,UG,FALSE
669,CSE425,Parallel and Distributed Computing lab,1,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,0,2,1,UG,FALSE
670,CSE426,Theory of Computation,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,0,2,UG,FALSE
671,CSE421,Advanced Computer Networks,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
672,CSE422,Programming Languages and Compilers,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
673,CSE423,Computer Graphics and Visualization,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
674,CSE427,Computer and Network Security,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
675,CSE428,Data Engineering,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
676,CSE429,Computer Vision and Pattern Recognition,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
677,CSE431,Advanced Computer Architecture,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
678,CSE432,Robotics,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
679,CSE433,Emerging Topics in Computer Science and Engineering,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
680,CSE434,Machine Learning,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
681,CSE435,Performance Evaluation,3,Faculty of Engineering and Applied Sciences,Computer Science and Engineering,2,2,1,UG,FALSE
